Date,USD
2016-09-14,1.3189
2016-09-15,1.3146
2016-09-16,1.3213
2016-09-19,1.3181
2016-09-20,1.3228
2016-09-21,1.3186
2016-09-22,1.3039
2016-09-23,1.3165
2016-09-26,1.3197
2016-09-27,1.3248
2016-09-28,1.3242
2016-09-29,1.3101
2016-09-30,1.3117
2016-10-03,1.3137
2016-10-04,1.317
2016-10-05,1.3178
2016-10-06,1.321
2016-10-07,1.3304
2016-10-11,1.3239
2016-10-12,1.3277
2016-10-13,1.3219
2016-10-14,1.3168
2016-10-17,1.3138
2016-10-18,1.3104
2016-10-19,1.3107
2016-10-20,1.3198
2016-10-21,1.3324
2016-10-24,1.3388
2016-10-25,1.3334
2016-10-26,1.336
2016-10-27,1.3386
2016-10-28,1.3385
2016-10-31,1.3403
2016-11-01,1.3379
2016-11-02,1.339
2016-11-03,1.3386
2016-11-04,1.3412
2016-11-07,1.3383
2016-11-08,1.3337
2016-11-09,1.3408
2016-11-10,1.3475
2016-11-14,1.3582
2016-11-15,1.3468
2016-11-16,1.3416
2016-11-17,1.3429
2016-11-18,1.3519
2016-11-21,1.3437
2016-11-22,1.3444
2016-11-23,1.347
2016-11-24,1.3487
2016-11-25,1.3514
2016-11-28,1.3401
2016-11-29,1.3435
2016-11-30,1.3426
2016-12-01,1.3331
2016-12-02,1.3298
2016-12-05,1.3272
2016-12-06,1.3281
2016-12-07,1.3252
2016-12-08,1.3221
2016-12-09,1.3164
2016-12-12,1.314
2016-12-13,1.312
2016-12-14,1.3123
2016-12-15,1.3397
2016-12-16,1.3338
2016-12-19,1.3397
2016-12-20,1.3378
2016-12-21,1.3401
2016-12-22,1.3468
2016-12-23,1.3535
2016-12-28,1.3556
2016-12-29,1.3488
2016-12-30,1.3427
2017-01-03,1.3438
2017-01-04,1.3293
2017-01-05,1.3216
2017-01-06,1.3216
2017-01-09,1.3222
2017-01-10,1.3208
2017-01-11,1.3232
2017-01-12,1.313
2017-01-13,1.3135
2017-01-16,1.3163
2017-01-17,1.306
2017-01-18,1.3177
2017-01-19,1.3329
2017-01-20,1.3339
2017-01-23,1.3289
2017-01-24,1.3152
2017-01-25,1.3075
2017-01-26,1.3104
2017-01-27,1.3108
2017-01-30,1.3093
2017-01-31,1.303
2017-02-01,1.3089
2017-02-02,1.3019
2017-02-03,1.3004
2017-02-06,1.3117
2017-02-07,1.3167
2017-02-08,1.3157
2017-02-09,1.3141
2017-02-10,1.3074
2017-02-13,1.3071
2017-02-14,1.3093
2017-02-15,1.3084
2017-02-16,1.3058
2017-02-17,1.3116
2017-02-21,1.3149
2017-02-22,1.3187
2017-02-23,1.3109
2017-02-24,1.3104
2017-02-27,1.3101
2017-02-28,1.3248
2017-03-01,1.3346
2017-03-02,1.3384
2017-03-03,1.3405
2017-03-06,1.3404
2017-03-07,1.3417
2017-03-08,1.3475
2017-03-09,1.3513
2017-03-10,1.3464
2017-03-13,1.3447
2017-03-14,1.3484
2017-03-15,1.3428
2017-03-16,1.3319
2017-03-17,1.3337
2017-03-20,1.3358
2017-03-21,1.3317
2017-03-22,1.336
2017-03-23,1.3336
2017-03-24,1.3374
2017-03-27,1.3373
2017-03-28,1.3374
2017-03-29,1.3364
2017-03-30,1.3304
2017-03-31,1.331
2017-04-03,1.3384
2017-04-04,1.3425
2017-04-05,1.3409
2017-04-06,1.3418
2017-04-07,1.3395
2017-04-10,1.3349
2017-04-11,1.3332
2017-04-12,1.33
2017-04-13,1.3275
2017-04-17,1.3289
2017-04-18,1.3377
2017-04-19,1.346
2017-04-20,1.3482
2017-04-21,1.3506
2017-04-24,1.3492
2017-04-25,1.3592
2017-04-26,1.3593
2017-04-27,1.3624
2017-04-28,1.3662
2017-05-01,1.366
2017-05-02,1.372
2017-05-03,1.3714
2017-05-04,1.3743
2017-05-05,1.3712
2017-05-08,1.3705
2017-05-09,1.3728
2017-05-10,1.3672
2017-05-11,1.3707
2017-05-12,1.3714
2017-05-15,1.3641
2017-05-16,1.3596
2017-05-17,1.3614
2017-05-18,1.3611
2017-05-19,1.3544
2017-05-23,1.349
2017-05-24,1.346
2017-05-25,1.3453
2017-05-26,1.3456
2017-05-29,1.3446
2017-05-30,1.3469
2017-05-31,1.35
2017-06-01,1.35
2017-06-02,1.3504
2017-06-05,1.3483
2017-06-06,1.3461
2017-06-07,1.3492
2017-06-08,1.3503
2017-06-09,1.3453
2017-06-12,1.3415
2017-06-13,1.3238
2017-06-14,1.3209
2017-06-15,1.3283
2017-06-16,1.3232
2017-06-19,1.322
2017-06-20,1.3267
2017-06-21,1.331
2017-06-22,1.3241
2017-06-23,1.3268
2017-06-26,1.3238
2017-06-27,1.3188
2017-06-28,1.306
2017-06-29,1.3015
2017-06-30,1.2977
2017-07-04,1.2941
2017-07-05,1.2982
2017-07-06,1.2946
2017-07-07,1.2887
2017-07-10,1.2888
2017-07-11,1.292
2017-07-12,1.2794
2017-07-13,1.2743
2017-07-14,1.2672
2017-07-17,1.2669
2017-07-18,1.2628
2017-07-19,1.2595
2017-07-20,1.2585
2017-07-21,1.2549
2017-07-24,1.2512
2017-07-25,1.2507
2017-07-26,1.2505
2017-07-27,1.252
2017-07-28,1.2447
2017-07-31,1.2485
2017-08-01,1.2514
2017-08-02,1.256
2017-08-03,1.2578
2017-08-04,1.2638
2017-08-08,1.2672
2017-08-09,1.2705
2017-08-10,1.2711
2017-08-11,1.2685
2017-08-14,1.2705
2017-08-15,1.2755
2017-08-16,1.2699
2017-08-17,1.2647
2017-08-18,1.2586
2017-08-21,1.2575
2017-08-22,1.2552
2017-08-23,1.2564
2017-08-24,1.2529
2017-08-25,1.2492
2017-08-28,1.2482
2017-08-29,1.2515
2017-08-30,1.2605
2017-08-31,1.2536
2017-09-01,1.239
2017-09-05,1.2371
2017-09-06,1.2264
2017-09-07,1.2148
2017-09-08,1.2132
2017-09-11,1.2128
2017-09-12,1.2159
2017-09-13,1.2187
2017-09-14,1.2198
2017-09-15,1.2182
2017-09-18,1.2238
2017-09-19,1.2277
2017-09-20,1.2273
2017-09-21,1.2339
2017-09-22,1.2317
2017-09-25,1.2341
2017-09-26,1.237
2017-09-27,1.2412
2017-09-28,1.245
2017-09-29,1.248
2017-10-02,1.2505
2017-10-03,1.25
2017-10-04,1.2479
2017-10-05,1.2548
2017-10-06,1.2549
2017-10-10,1.2501
2017-10-11,1.2498
2017-10-12,1.2472
2017-10-13,1.2487
2017-10-16,1.2529
2017-10-17,1.2548
2017-10-18,1.2486
2017-10-19,1.2478
2017-10-20,1.2601
2017-10-23,1.2644
2017-10-24,1.2666
2017-10-25,1.2771
2017-10-26,1.2831
2017-10-27,1.2874
2017-10-30,1.2837
2017-10-31,1.2893
2017-11-01,1.2885
2017-11-02,1.2822
2017-11-03,1.2764
2017-11-06,1.2746
2017-11-07,1.2785
2017-11-08,1.2729
2017-11-09,1.2692
2017-11-10,1.2683
2017-11-14,1.2733
2017-11-15,1.2773
2017-11-16,1.2745
2017-11-17,1.2783
2017-11-20,1.2793
2017-11-21,1.2778
2017-11-22,1.2729
2017-11-23,1.2715
2017-11-24,1.2708
2017-11-27,1.2735
2017-11-28,1.2807
2017-11-29,1.2853
2017-11-30,1.2888
2017-12-01,1.2729
2017-12-04,1.2695
2017-12-05,1.268
2017-12-06,1.2757
2017-12-07,1.2843
2017-12-08,1.286
2017-12-11,1.2854
2017-12-12,1.2871
2017-12-13,1.2852
2017-12-14,1.2805
2017-12-15,1.2834
2017-12-18,1.2865
2017-12-19,1.2886
2017-12-20,1.2842
2017-12-21,1.2734
2017-12-22,1.2759
2017-12-27,1.2641
2017-12-28,1.2588
2017-12-29,1.2545
2018-01-02,1.2517
2018-01-03,1.2533
2018-01-04,1.2515
2018-01-05,1.2403
2018-01-08,1.2422
2018-01-09,1.2454
2018-01-10,1.2496
2018-01-11,1.2535
2018-01-12,1.2504
2018-01-15,1.2422
2018-01-16,1.2419
2018-01-17,1.2425
2018-01-18,1.2446
2018-01-19,1.2459
2018-01-22,1.2458
2018-01-23,1.2454
2018-01-24,1.2341
2018-01-25,1.2323
